author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,residential_complex
ID 73726674,homeowner,https://www.cian.ru/sale/flat/301318246/,Москва,sale,flat,2,22,1,35.0,13400000,, Родниковая,30к1,Саларьево,Румянцево-Парк
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/301359593/,Москва,sale,flat,22,25,1,42.2,13600000,Тропарево-Никулино,Никулинская ,6К3,Озёрная,
Евгений Щербаков,realtor,https://www.cian.ru/sale/flat/301078733/,Москва,sale,flat,7,16,1,37.0,13550000,Щукино, Маршала Рыбалко,4кГ,Панфиловская,
Анна Озерецковская,realtor,https://www.cian.ru/sale/flat/301613522/,Москва,sale,flat,9,9,1,35.5,13790000,Кунцево,Молдавская ,8,Кунцевская,
Качанова и партнеры,real_estate_agent,https://www.cian.ru/sale/flat/300638308/,Москва,sale,flat,2,9,1,32.0,13700000,Донской, Шаболовка,54,Шаболовская,
Анна Озерецковская,realtor,https://www.cian.ru/sale/flat/300179831/,Москва,sale,flat,2,20,1,40.1,13700000,Коньково, Введенского,13в,Беляево,
АЛЬФА 2017,real_estate_agent,https://www.cian.ru/sale/flat/301641154/,Москва,sale,flat,12,18,1,36.3,13900000,Щукино,Большой Волоколамский проезд,23,Стрешнево,Комплекс апартаментов B’aires
ID 111555557,homeowner,https://www.cian.ru/sale/flat/296689256/,Москва,sale,flat,11,23,1,47.0,13800000,Кузьминки,Жигулевская ,14к2,Кузьминки,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/301016125/,Москва,sale,flat,5,9,1,32.0,14000000,Академический,Нахимовский проспект,28К1,Профсоюзная,
ТАНДЕМ,real_estate_agent,https://www.cian.ru/sale/flat/301571076/,Москва,sale,flat,7,16,1,40.0,14000000,Нагатинский затон,Коломенская набережная,10,Нагатинский Затон,
Самолет Плюс Москва ЦАО,real_estate_agent,https://www.cian.ru/sale/flat/301364751/,Москва,sale,flat,8,9,1,36.0,13950000,Тимирязевский,Дмитровский проезд,14,Дмитровская,
ID 16500654,unknown,https://www.cian.ru/sale/flat/301470238/,Москва,sale,flat,16,25,1,41.5,14000000,Раменки,1-й Сетуньский проезд,16/2,Кутузовская,
ID 59939337,homeowner,https://www.cian.ru/sale/flat/291522204/,Москва,sale,flat,22,25,1,36.2,13950000,Орехово-Борисово Южное,Ясеневая ,12к1,Домодедовская,Ясеневая 14
Анна Озерецковская,realtor,https://www.cian.ru/sale/flat/300557795/,Москва,sale,flat,5,12,1,35.0,14490000,Войковский,3-я Радиаторская ,13,Войковская,
Ключъ,real_estate_agent,https://www.cian.ru/sale/flat/298670679/,Москва,sale,flat,3,5,1,30.0,14500000,Басманный,Елизаветинский переулок,6С1,Курская,
Дарья Румянцева,realtor,https://www.cian.ru/sale/flat/300001735/,Москва,sale,flat,3,9,1,35.0,14500000,Западное Дегунино,Ильменский проезд,14к3,Селигерская,Селигер Сити
Вадим Коцерев,realtor,https://www.cian.ru/sale/flat/301920509/,Москва,sale,flat,4,12,1,37.0,14500000,Нагатинский затон,Судостроительная ,37/11,Кленовый бульвар,
ID 13081848,realtor,https://www.cian.ru/sale/flat/291653355/,Москва,sale,flat,5,22,1,30.7,14450000,Щукино,Большой Волоколамский проезд,23,Стрешнево,Комплекс апартаментов B’aires
ID 112913638,homeowner,https://www.cian.ru/sale/flat/301812090/,Москва,sale,flat,11,22,1,38.0,14500000,Хорошево-Мневники,3-я Хорошевская ,17А,Народное Ополчение,
Елена Антонова,realtor,https://www.cian.ru/sale/flat/297087775/,Москва,sale,flat,24,33,1,34.2,14500000,Нижегородский,Новохохловская ,11С10,Калитники,
Наталья Фурсова,realtor,https://www.cian.ru/sale/flat/300833544/,Москва,sale,flat,4,9,1,32.0,14500000,Коньково,Профсоюзная ,85К1,Беляево,
Мариана Ефимова,realtor,https://www.cian.ru/sale/flat/297487459/,Москва,sale,flat,4,8,1,42.0,14600000,Академический,Нахимовский проспект,42,Профсоюзная,
Abzor,real_estate_agent,https://www.cian.ru/sale/flat/298085850/,Москва,sale,flat,11,12,1,32.8,14900000,Тверской,Новолесная ,7К2,Белорусская,
One Moscow,real_estate_agent,https://www.cian.ru/sale/flat/299560332/,Москва,sale,flat,14,26,1,41.1,14800000,Нижегородский,Газгольдерная ,10,Нижегородская,Profit
Ирина Свирепова,realtor,https://www.cian.ru/sale/flat/297396521/,Москва,sale,flat,10,12,1,40.0,14900000,Хорошево-Мневники, Мневники,10К1,Народное Ополчение,
DOORS AGENCY,real_estate_agent,https://www.cian.ru/sale/flat/299525163/,Москва,sale,flat,4,17,1,40.2,15000000,Нагатинский затон,проспект Андропова,19,Коломенская,
Ярославна Слинько,realtor,https://www.cian.ru/sale/flat/301920258/,Москва,sale,flat,12,18,1,37.0,15000000,Западное Дегунино,Весенняя ,4,Грачёвская,
Наталья Бондаренко,realtor,https://www.cian.ru/sale/flat/299990269/,Москва,sale,flat,6,12,1,35.3,14990000,Академический, Винокурова,12К4,Академическая,
ID 13737573,real_estate_agent,https://www.cian.ru/sale/flat/300169530/,Москва,sale,flat,8,9,1,30.3,14999999,Алексеевский, Павла Корчагина,4,Алексеевская,
Роман Иванов,realtor,https://www.cian.ru/sale/flat/301788923/,Москва,sale,flat,3,9,1,36.8,15000000,Южнопортовый, Симоновский Вал,13К1,Пролетарская,
Эксклюзив Хоум,real_estate_agent,https://www.cian.ru/sale/flat/301322319/,Москва,sale,flat,14,24,1,38.6,14950000,Орехово-Борисово Южное, Генерала Белова,28к3,Домодедовская,Орехово-Борисово
ID 12597586,unknown,https://www.cian.ru/sale/flat/277942686/,Москва,sale,flat,2,7,1,40.0,15000000,Лефортово,2-я Кабельная ,4,Авиамоторная,
STEPINVESTMENT,real_estate_agent,https://www.cian.ru/sale/flat/301102746/,Москва,sale,flat,11,12,1,33.1,15300000,Басманный,Гольяновская ,1Б,Электрозаводская,
Городские квартиры,real_estate_agent,https://www.cian.ru/sale/flat/301724149/,Москва,sale,flat,7,25,1,37.9,15700000,Строгино, Твардовского,2к4,Строгино,Подсолнухи
Елена Деснова,realtor,https://www.cian.ru/sale/flat/299617853/,Москва,sale,flat,4,5,1,55.3,15990000,Восточное Измайлово,Средняя Первомайская ,23,Первомайская,
ID 24537240,realtor,https://www.cian.ru/sale/flat/301722447/,Москва,sale,flat,14,25,1,39.0,15900000,Чертаново Южное,Варшавское шоссе,141Ак5,Аннино,Аннино парк
ID 89754004,homeowner,https://www.cian.ru/sale/flat/301893056/,Москва,sale,flat,6,14,1,36.2,16100000,Текстильщики, Чистова,16к2,Волжская,LIFE-Волжская
МИЦ-Столичный ипотечный центр недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/298211391/,Москва,sale,flat,15,17,1,50.0,16300000,, Татьянин Парк,11,Говорово,Татьянин Парк
Century 21 Level,real_estate_agent,https://www.cian.ru/sale/flat/301406432/,Москва,sale,flat,19,25,1,35.0,16490000,Кунцево,Ярцевская ,24К1,Молодёжная,Ярцевская 24
ID 107504956,homeowner,https://www.cian.ru/sale/flat/301492156/,Москва,sale,flat,4,17,1,38.0,16900000,Таганский,Новорогожская ,8,Москва-Товарная,
ID 87096912,homeowner,https://www.cian.ru/sale/flat/301913446/,Москва,sale,flat,24,39,1,37.4,17000000,Хорошево-Мневники,Шелепихинская набережная,42к3,Карамышевская,FreeDOM
ID 735280,unknown,https://www.cian.ru/sale/flat/297265242/,Москва,sale,flat,3,27,1,39.1,17000000,Щукино,1-й Пехотный переулок,2,Стрешнево,Trend
Андрей Моцыгин,realtor,https://www.cian.ru/sale/flat/301908442/,Москва,sale,flat,5,7,1,36.8,17500000,Алексеевский,проспект Мира,102к2,Алексеевская,Парк Мира
МИЦ-Столичный ипотечный центр недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/300739522/,Москва,sale,flat,3,41,1,38.7,17500000,Раменки, Василия Ланового,1к1,Аминьевская,Огни
Суламит-НГС,real_estate_agent,https://www.cian.ru/sale/flat/299433333/,Москва,sale,flat,4,10,1,35.8,17400000,Алексеевский,проспект Мира,184К1,Улица Сергея Эйзенштейна,
ID 113329,realtor,https://www.cian.ru/sale/flat/301920212/,Москва,sale,flat,10,12,1,43.0,17600000,Останкинский,Олонецкая ,4,Отрадное,Green park
ID 15776481,realtor,https://www.cian.ru/sale/flat/300799633/,Москва,sale,flat,14,18,1,36.5,17800000,Головинский,Михалковская ,48к2,Коптево,Михалковский
ID 24868878,unknown,https://www.cian.ru/sale/flat/297730158/,Москва,sale,flat,27,30,1,35.1,17800000,Южнопортовый,Волгоградский проспект,32/3к3,Угрешская,Метрополия
Business Leader,real_estate_agent,https://www.cian.ru/sale/flat/300775267/,Москва,sale,flat,24,30,1,40.0,17990000,Лефортово, Крузенштерна,12к3,Авиамоторная,Символ
Даниил Усаковский,realtor,https://www.cian.ru/sale/flat/291423377/,Москва,sale,flat,2,8,1,50.5,18050000,,,,,
Самолет Плюс Москва ЦАО,real_estate_agent,https://www.cian.ru/sale/flat/299878259/,Москва,sale,flat,19,23,1,44.9,18200000,Свиблово,Сельскохозяйственная ,38к2,Ботанический сад,LIFE-Ботанический сад
ID 47241,realtor,https://www.cian.ru/sale/flat/301455273/,Москва,sale,flat,5,5,1,35.0,18500000,Пресненский,1-й Красногвардейский проезд,4кАс1,Деловой центр,
Владис,real_estate_agent,https://www.cian.ru/sale/flat/297283770/,Москва,sale,flat,9,9,1,35.3,8977500,Люблино, Верхние Поля,27С2,Братиславская,
Ирина Бакика,realtor,https://www.cian.ru/sale/flat/297249616/,Москва,sale,flat,1,9,1,35.5,8900000,Восточное Дегунино, 800-летия Москвы,7К1,Бескудниково,
ID 55045676,unknown,https://www.cian.ru/sale/flat/300499704/,Москва,sale,flat,9,12,1,30.0,8999000,Южное Бутово,Чечерский проезд,24К2,Улица Горчакова,
Навигатор,real_estate_agent,https://www.cian.ru/sale/flat/297115762/,Москва,sale,flat,3,5,1,30.1,9000000,Можайский,Гвардейская ,15К1,Рабочий посёлок,
Самолет Плюс,real_estate_agent,https://www.cian.ru/sale/flat/300884607/,Москва,sale,flat,6,14,1,32.0,9000000,, Усадебный Парк,7,Филатов Луг,
ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/300779233/,Москва,sale,flat,1,12,1,39.1,9150000,Восточное Измайлово,16-я Парковая ,19К1,Первомайская,
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/299944808/,Москва,sale,flat,4,16,1,36.0,9100000,Новогиреево,Мартеновская ,33,Новогиреево,
Isaev Estate,real_estate_agent,https://www.cian.ru/sale/flat/301781927/,Москва,sale,flat,3,9,1,36.0,9100000,Гольяново,Щелковское шоссе,79К1,Щёлковская,
Мария Александрова,realtor,https://www.cian.ru/sale/flat/300094354/,Москва,sale,flat,3,16,1,35.0,9150000,Ивановское,шоссе Энтузиастов,98К6,Новогиреево,
SC Realty,real_estate_agent,https://www.cian.ru/sale/flat/299359436/,Москва,sale,flat,5,9,1,33.0,9200000,Вешняки, Красный Казанец,1К2,Вешняки,
CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/301255257/,Москва,sale,flat,7,9,1,33.0,9200000,Орехово-Борисово Северное,Ореховый бульвар,11К1,Домодедовская,
Анна Иванова,realtor,https://www.cian.ru/sale/flat/298956219/,Москва,sale,flat,12,12,1,36.3,9200000,Преображенское,Большая Черкизовская ,32К4,Локомотив,
ID 366506,unknown,https://www.cian.ru/sale/flat/301813453/,Москва,sale,flat,5,9,1,32.7,9200000,Ясенево,Голубинская ,19,Ясенево,
Азбука Жилья,real_estate_agent,https://www.cian.ru/sale/flat/300031599/,Москва,sale,flat,2,14,1,33.2,9300000,, Фитаревская,6,Коммунарка,Аквилон PARK
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/300932908/,Москва,sale,flat,5,9,1,32.4,9300000,Чертаново Центральное, Красного Маяка,5К1,Пражская,
ID 99881729,realtor,https://www.cian.ru/sale/flat/301735940/,Москва,sale,flat,7,13,1,38.0,9300000,Савёлки,Зеленоград,к616,Зеленоград — Крюково,
ID 111881677,homeowner,https://www.cian.ru/sale/flat/297561553/,Москва,sale,flat,13,14,1,37.4,9300000,Южное Бутово,Скобелевская ,26,Улица Скобелевская,
ID 115361922,homeowner,https://www.cian.ru/sale/flat/300754120/,Москва,sale,flat,5,5,1,30.8,9250000,Коптево,Коптевская ,34К1,Коптево,
На Петровке,real_estate_agent,https://www.cian.ru/sale/flat/301736401/,Москва,sale,flat,4,9,1,30.0,9400000,Левобережный,Ленинградское шоссе,112/1К1,Беломорская,
МЕЗОН,real_estate_agent,https://www.cian.ru/sale/flat/301385095/,Москва,sale,flat,1,5,1,36.0,9400000,Лефортово,Танковый проезд,1,Серп и Молот,
Ирина Гурьянова,realtor,https://www.cian.ru/sale/flat/300594086/,Москва,sale,flat,3,18,1,39.0,9500000,,,23Г,Рассказовка,
ID 11085,realtor,https://www.cian.ru/sale/flat/299190804/,Москва,sale,flat,2,17,1,37.6,9500000,Западное Дегунино,Весенняя ,4,Грачёвская,
Ярославна Слинько,realtor,https://www.cian.ru/sale/flat/299923199/,Москва,sale,flat,1,5,1,30.4,9500000,Преображенское,2-я Пугачевская ,4К1,Преображенская площадь,
ID 28793325,homeowner,https://www.cian.ru/sale/flat/301488997/,Москва,sale,flat,8,10,1,37.9,9600000,Марьино,Белореченская ,38К2,Братиславская,
Алексей Барсуков,realtor,https://www.cian.ru/sale/flat/297450649/,Москва,sale,flat,12,12,1,34.8,9550000,Новогиреево,Союзный проспект,12К2,Новогиреево,
ID 12471569,realtor,https://www.cian.ru/sale/flat/300946150/,Москва,sale,flat,9,17,1,41.4,9600000,Некрасовка,Рождественская ,10,Некрасовка,
ID 115279051,homeowner,https://www.cian.ru/sale/flat/301275095/,Москва,sale,flat,8,14,1,48.0,9650000,,,1,Силикатная,
Московский Риэлторский Центр,real_estate_agent,https://www.cian.ru/sale/flat/300822573/,Москва,sale,flat,1,12,1,34.0,9800000,Бутырский, Гончарова,11,Тимирязевская,
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/301488899/,Москва,sale,flat,5,9,1,34.9,9799000,Северный,9-я Северная линия,11К1,Физтех,
ID 716816,realtor,https://www.cian.ru/sale/flat/301868099/,Москва,sale,flat,4,12,1,39.0,9800000,Марьино, Перерва,12,Перерва,
Isaev Estate,real_estate_agent,https://www.cian.ru/sale/flat/299884223/,Москва,sale,flat,9,16,1,40.0,9800000,Гольяново,Новосибирская ,5К2,Щёлковская,
ID 207039,realtor,https://www.cian.ru/sale/flat/295252931/,Москва,sale,flat,5,15,1,39.0,9780000,,проспект Куприна,34к1,Бунинская аллея,Эко Бунино
ID 295987,unknown,https://www.cian.ru/sale/flat/300081094/,Москва,sale,flat,4,12,1,36.0,9790000,Гольяново,Байкальская ,37,Щёлковская,
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/299567278/,Москва,sale,flat,2,16,1,38.5,9900000,Братеево,Алма-Атинская ,7К2,Алма-Атинская,
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/297769009/,Москва,sale,flat,4,16,1,36.4,9900000,Бабушкинский,Олонецкий проезд,12,Бабушкинская,
Владис,real_estate_agent,https://www.cian.ru/sale/flat/299429846/,Москва,sale,flat,9,17,1,36.4,9900000,, Летчика Грицевца,8,Пыхтино,Солнцево парк
ID 113417491,homeowner,https://www.cian.ru/sale/flat/300932035/,Москва,sale,flat,11,17,1,50.2,9900000,, Сосенский Стан,11,Коммунарка,Коммунарка
МЕТРЫ ПЕРЕМЕН,real_estate_agent,https://www.cian.ru/sale/flat/300560954/,Москва,sale,flat,10,14,1,39.1,10000000,Марьино, Перерва,28,Марьино,
CENTURY 21 Aurum,real_estate_agent,https://www.cian.ru/sale/flat/300817546/,Москва,sale,flat,6,17,1,39.0,10000000,,проезд Чечерский,130,Бунинская аллея,Новое Бутово
ID 112611111,homeowner,https://www.cian.ru/sale/flat/301198212/,Москва,sale,flat,9,14,1,37.9,10000000,Марьино,Марьинский бульвар,11,Братиславская,
ID 386789,unknown,https://www.cian.ru/sale/flat/301082349/,Москва,sale,flat,12,17,1,37.0,9990000,, Радужная,8,Рассказовка,Град Московский
Андрей Марков,realtor,https://www.cian.ru/sale/flat/301037658/,Москва,sale,flat,5,5,1,40.0,9950000,Котловка,Нагорная ,24К1,Нагорная,
ID 113000925,homeowner,https://www.cian.ru/sale/flat/298218696/,Москва,sale,flat,5,14,1,40.7,9990000,Гольяново,Курганская ,10,Щёлковская,
ID 89413947,realtor,https://www.cian.ru/sale/flat/301386373/,Москва,sale,flat,2,10,1,36.0,10100000,, Николо-Хованская,16,Коммунарка,Николин Парк
Дарья Савченко,realtor,https://www.cian.ru/sale/flat/301352875/,Москва,sale,flat,9,17,1,38.0,10200000,Ховрино, Дыбенко,6К1,Беломорская,
Наталия Алексеева,realtor,https://www.cian.ru/sale/flat/300590968/,Москва,sale,flat,11,17,1,38.6,10200000,, Липовый Парк,11,Коммунарка,Москва А101
СЛУЖБА 925,real_estate_agent,https://www.cian.ru/sale/flat/300745834/,Москва,sale,flat,4,23,1,45.0,10180000,,,19,Рассказовка,
Елена Никифорова,realtor,https://www.cian.ru/sale/flat/287238519/,Москва,sale,flat,10,22,1,38.5,10200000,Некрасовка,Покровская ,39,Некрасовка,
ID 55195556,homeowner,https://www.cian.ru/sale/flat/301402461/,Москва,sale,flat,2,17,1,32.65,10200000,Молжаниновский,Северный ао,к2,Новоподрезково,Молжаниново ЖК
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/298873227/,Москва,sale,flat,2,9,1,33.0,10300000,Чертаново Северное,Чертановская ,13,Южная,
Московский Риэлторский Центр,real_estate_agent,https://www.cian.ru/sale/flat/300385867/,Москва,sale,flat,3,9,1,31.0,10300000,Чертаново Северное,Чертановская ,16К1,Южная,
Татьяна Тарасенко,realtor,https://www.cian.ru/sale/flat/301301505/,Москва,sale,flat,5,5,1,32.9,10300000,Лосиноостровский,Янтарный проезд,1/8,Бабушкинская,
ID 1763872,realtor,https://www.cian.ru/sale/flat/299491618/,Москва,sale,flat,7,9,1,36.4,10250000,Чертаново Центральное,Чертановская ,24К2,Южная,
Владис,real_estate_agent,https://www.cian.ru/sale/flat/299098438/,Москва,sale,flat,16,24,1,41.0,10300000,Косино-Ухтомский,Лухмановская ,11,Лухмановская,
Светлана Лебедева,realtor,https://www.cian.ru/sale/flat/300797878/,Москва,sale,flat,3,5,1,34.83,10300000,Котловка,Нагорная ,27К1,Нагорная,
Галина Шкилева,realtor,https://www.cian.ru/sale/flat/294316927/,Москва,sale,flat,13,22,1,31.0,10250000,Лосиноостровский,Тайнинская ,9к1,Медведково,Нормандия
Владис,real_estate_agent,https://www.cian.ru/sale/flat/301137645/,Москва,sale,flat,1,12,1,35.2,10400000,Царицыно,Ереванская ,28К2,Царицыно,
Светлана Вождаева,realtor,https://www.cian.ru/sale/flat/301566166/,Москва,sale,flat,9,9,1,32.8,10400000,Бабушкинский, Искры,9,Бабушкинская,
MDco,real_estate_agent,https://www.cian.ru/sale/flat/298701457/,Москва,sale,flat,1,12,1,39.1,10400000,Кузьминки,Юго-Восточный ао,к3,Кузьминки,
Владис,real_estate_agent,https://www.cian.ru/sale/flat/299098600/,Москва,sale,flat,23,24,1,45.0,10500000,Косино-Ухтомский,Лухмановская ,11,Лухмановская,
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/300838166/,Москва,sale,flat,2,12,1,42.1,10500000,Южное Бутово,Чечерский проезд,56К1,Бунинская аллея,
Елена Пашина,realtor,https://www.cian.ru/sale/flat/301742298/,Москва,sale,flat,5,5,1,33.1,10500000,Царицыно,Ереванская ,12К3,Царицыно,
Качанова и партнеры,real_estate_agent,https://www.cian.ru/sale/flat/299560983/,Москва,sale,flat,3,9,1,32.9,10500000,Северное Тушино,Туристская ,24К2,Планерная,
Денис Анциферов,realtor,https://www.cian.ru/sale/flat/299572625/,Москва,sale,flat,1,14,1,35.0,10500000,Тимирязевский,Дмитровское шоссе,27К4,Петровско-Разумовская,
Равиля Минуллина,realtor,https://www.cian.ru/sale/flat/298191085/,Москва,sale,flat,7,12,1,37.0,10490000,Бабушкинский, Коминтерна,18/5,Бабушкинская,
CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/300693446/,Москва,sale,flat,2,17,1,37.5,10500000,Косино-Ухтомский,Лухмановская ,17,Лухмановская,
Юлия Чинарева,realtor,https://www.cian.ru/sale/flat/297666488/,Москва,sale,flat,1,5,1,35.8,10500000,Измайлово,2-я Парковая ,16,Измайловская,
CENTURY 21 Milestone,real_estate_agent,https://www.cian.ru/sale/flat/300839433/,Москва,sale,flat,4,5,1,30.8,10500000,Царицыно,Кавказский бульвар,44К3,Кантемировская,
БЕСТ на Проспекте Мира,real_estate_agent,https://www.cian.ru/sale/flat/300150011/,Москва,sale,flat,6,9,1,34.5,10500000,Орехово-Борисово Северное,Ореховый бульвар,7К1,Домодедовская,
ID 79394214,unknown,https://www.cian.ru/sale/flat/301528775/,Москва,sale,flat,2,22,1,38.0,10500000,Солнцево,Производственная ,4,Солнцево,
